TransactionAmount,PreviousTransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,TransactionDate,AgeGroup,AmountGroup,Cluster
1554959.546,2023-01-17 16:59:03,1,8,0,1258.0,3,19440.0,5.0,137448087.3188,2024-11-04 8:07:19,2,1,2
18862.555500000002,2023-07-24 17:04:17,1,22,0,1506.0,3,24950.0,5.0,9914258.320799999,2024-11-04 8:09:03,2,0,1
652505.2025,2023-10-27 17:26:53,1,11,0,2684.0,1,10740.0,5.0,107620669.92099997,2024-11-04 8:07:43,0,0,0
543898.2925,2023-10-17 17:24:47,1,7,1,1692.0,1,36840.0,5.0,30490128.6474,2024-11-04 8:08:51,2,0,2
193784.9215,2023-05-29 16:20:29,1,27,0,4234.000000000001,0,33070.0,5.0,131886418.06979999,2024-11-04 8:09:12,1,0,1
174385.348,2023-02-20 16:48:49,1,0,1,1134.0,3,51050.0,5.0,58145393.2378,2024-11-04 8:07:13,3,0,2
1257134.8375,2023-01-02 16:22:54,1,39,0,1630.0,1,76570.0,5.0,83122993.39559998,2024-11-04 8:07:15,2,1,3
615087.6275000001,2023-05-01 17:11:47,1,25,2,3118.0,1,34230.0,5.0,6527270.925,2024-11-04 8:08:14,0,0,1
79651.7235,2023-10-04 16:47:33,1,31,2,1754.0,3,13930.0,5.0,9068961.953999998,2024-11-04 8:11:54,2,0,1
451697.55000000005,2023-09-26 17:02:25,1,11,1,1754.0,3,20310.0,5.0,12174630.196399998,2024-11-04 8:10:13,2,0,0
305711.44200000004,2023-01-16 18:57:13,1,39,1,1134.0,3,29010.000000000004,5.0,4529175.9756,2024-11-04 8:10:32,3,0,3
38799.407,2023-03-10 18:26:19,1,17,0,2684.0,1,40030.0,5.0,82050082.90679999,2024-11-04 8:06:32,0,0,0
96710.3,2023-03-27 17:02:44,1,35,1,2250.0,0,24370.000000000004,5.0,24948542.997399997,2024-11-04 8:07:17,2,0,3
141764.898,2023-05-08 17:42:36,1,20,1,3304.0,2,38000.0,5.0,60333464.157,2024-11-04 8:08:11,0,0,0
229513.90850000002,2023-03-14 16:21:01,1,36,0,2064.0,0,15380.000000000002,5.0,147278934.6456,2024-11-04 8:07:28,2,0,3
223699.793,2023-08-31 16:38:18,1,33,1,2684.0,1,71640.0,5.0,38988168.83759999,2024-11-04 8:06:50,0,0,3
752112.706,2023-06-19 16:21:58,1,43,0,3986.0000000000005,2,22920.0,5.0,32344514.288399994,2024-11-04 8:06:47,1,0,3
851355.628,2023-04-25 18:58:32,1,40,3,1134.0,3,39740.0,5.0,13004603.520999998,2024-11-04 8:10:26,3,0,3
129656.95449999999,2023-08-17 16:44:38,1,5,1,2312.0,1,31040.0,5.0,41150949.29879999,2024-11-04 8:11:15,2,0,2
626101.8265000001,2023-12-06 17:10:35,1,10,2,3490.0,1,51920.0,5.0,121561811.74239998,2024-11-04 8:10:44,0,0,2
304253.11600000004,2023-02-28 17:28:13,1,34,0,2064.0,0,29010.000000000004,5.0,80352498.10539998,2024-11-04 8:10:48,2,0,3
107494.23700000001,2023-06-19 17:50:29,1,22,2,1692.0,3,41190.0,5.0,52783072.3048,2024-11-04 8:07:58,2,0,1
968309.5355000001,2023-11-13 17:07:10,1,32,2,3738.0,1,48730.000000000015,5.0,56623353.968399994,2024-11-04 8:07:50,1,0,1
1573745.0875,2023-12-18 16:33:01,1,18,1,2932.0,0,52500.0,5.0,130959597.16779996,2024-11-04 8:10:34,0,1,0
16061.0345,2023-01-12 16:21:27,1,7,0,3924.0,2,39160.0,5.0,16458833.781599997,2024-11-04 8:11:23,1,0,2
1224168.9945,2023-10-23 17:17:18,1,27,1,3614.0,2,26110.0,5.0,118255753.81219998,2024-11-04 8:07:56,0,1,1
25943.112,2023-05-15 16:51:28,1,39,0,1630.0,3,18860.0,5.0,3864631.9998,2024-11-04 8:06:30,2,0,3
829135.3450000001,2023-03-20 16:28:17,1,37,0,3056.0,1,69610.0,5.0,31453992.632,2024-11-04 8:10:16,0,0,3
1233206.778,2023-02-17 16:57:11,1,14,1,3118.0,0,27270.0,5.0,125879041.69039997,2024-11-04 8:08:38,0,1,0
268101.982,2023-01-16 17:53:00,1,22,1,3056.0,1,58300.0,5.0,75258999.86419998,2024-11-04 8:08:24,0,0,1
959406.0715000001,2023-08-02 16:01:17,1,38,1,1940.0,1,85850.0,5.0,132179936.14999998,2024-11-04 8:09:05,2,0,3
19323.0795,2023-01-17 16:47:41,1,0,2,1506.0,3,14220.0,5.0,7896823.609399999,2024-11-04 8:08:57,2,0,2
231451.947,2023-02-27 16:37:11,1,33,0,1444.0,3,24660.0,5.0,139536930.3822,2024-11-04 8:06:39,2,0,3
1110035.7965,2023-10-16 17:46:51,1,26,1,3676.0,2,52210.0,5.0,96328926.72619998,2024-11-04 8:06:50,1,0,1
539043.6020000001,2024-01-01 18:21:50,1,31,2,2560.0,0,48730.000000000015,5.0,78829714.999,2024-11-04 8:06:41,0,0,1
81397.87700000001,2023-06-01 17:19:57,1,34,2,1320.0,3,29590.0,5.0,7298183.5918,2024-11-04 8:09:11,2,0,3
147809.27550000002,2023-06-19 16:57:53,1,14,0,4172.000000000001,0,75120.0,5.0,168260047.36979997,2024-11-04 8:08:06,1,0,0
43347.0815,2023-03-27 16:12:36,1,39,0,3862.0,2,13060.0,5.0,59339697.925,2024-11-04 8:08:22,1,0,3
1091365.386,2023-10-09 16:48:50,1,3,0,3180.0,2,44960.0,5.0,111342383.96679996,2024-11-04 8:12:09,0,0,2
203283.229,2023-08-07 16:02:55,1,28,1,3180.0,1,60040.0,5.0,88711589.54399998,2024-11-04 8:09:59,0,0,1
352435.43950000004,2023-06-26 16:11:29,1,36,2,1196.0,3,69030.0,5.0,13541802.6024,2024-11-04 8:11:05,2,0,3
533958.6494999999,2023-04-10 16:47:55,1,40,1,1816.0,0,35680.0,5.0,99441289.50159998,2024-11-04 8:09:58,2,0,3
902435.415,2023-09-12 18:46:45,1,2,0,2498.0,0,25530.0,5.0,126810771.91659999,2024-11-04 8:08:00,0,0,2
502144.1165,2023-11-27 17:29:25,1,30,0,3304.0,2,24370.000000000004,5.0,76267940.37099998,2024-11-04 8:09:09,0,0,1
700457.2640000001,2023-03-06 16:29:57,1,41,1,1382.0,3,27270.0,5.0,13000735.568599997,2024-11-04 8:12:08,2,0,3
405069.49500000005,2023-09-14 16:58:48,1,24,1,3552.0,2,39450.0,5.0,105026463.9998,2024-11-04 8:07:01,0,0,1
41236.3465,2023-05-04 16:51:17,1,10,0,3614.0,0,69610.0,5.0,178390661.00759998,2024-11-04 8:08:08,0,0,2
122000.743,2023-09-11 17:43:14,1,8,0,1134.0,3,57720.0,5.0,120294015.9596,2024-11-04 8:11:56,3,0,2
617601.321,2023-07-24 16:25:51,1,35,0,3924.0,0,48440.0,5.0,187841110.09259996,2024-11-04 8:06:35,1,0,3
23237.5335,2023-12-12 16:17:27,1,17,3,4668.000000000001,2,36840.0,5.0,25741026.9372,2024-11-04 8:07:10,1,0,0
1232938.139,2023-05-10 18:49:20,1,25,1,2746.0,1,8130.0,5.0,46760224.11579999,2024-11-04 8:10:37,0,1,1
403822.2425,2023-12-11 16:47:05,1,19,0,1692.0,3,42350.0,5.0,18484301.9326,2024-11-04 8:06:24,2,0,0
191424.736,2023-08-07 16:21:37,1,34,1,1630.0,3,38000.0,5.0,6202065.388599999,2024-11-04 8:06:26,2,0,3
221282.042,2023-07-25 17:24:07,1,10,1,3304.0,2,32780.0,5.0,88205482.84919998,2024-11-04 8:08:36,0,0,2
64492.8085,2023-08-21 17:25:00,1,25,2,1444.0,3,20890.0,5.0,7127249.849199999,2024-11-04 8:08:40,2,0,1
189601.8285,2023-09-04 16:48:13,1,37,1,1692.0,3,26400.0,5.0,11858350.704,2024-11-04 8:08:11,2,0,3
3588.5095000000006,2023-10-20 18:34:41,1,42,0,4048.0000000000005,2,42640.0,5.0,108420889.76559998,2024-11-04 8:09:48,1,0,3
55128.8205,2023-01-02 16:45:05,1,18,0,3304.0,1,53660.0,5.0,40360101.8004,2024-11-04 8:08:37,0,0,0
202496.50050000002,2023-06-16 16:36:20,1,7,2,1506.0,3,25530.0,5.0,21328288.3184,2024-11-04 8:10:14,2,0,2
1414845.1190000002,2023-03-20 17:45:22,1,24,2,1878.0,0,9870.0,5.0,109144196.86439998,2024-11-04 8:08:06,2,1,1
456417.9210000001,2023-02-06 17:48:39,1,30,0,1134.0,3,60910.0,5.0,7075925.096199999,2024-11-04 8:10:20,3,0,1
785980.4085,2023-07-26 16:05:48,1,18,1,4048.0000000000005,0,25820.0,5.0,174030437.28099996,2024-11-04 8:10:16,1,0,0
139596.5975,2023-05-01 16:30:03,1,31,0,3986.0000000000005,0,4360.0,5.0,179157556.95459998,2024-11-04 8:07:19,1,0,1
75046.4835,2023-09-01 18:05:37,1,8,2,1630.0,3,41480.0,5.0,7714286.009599999,2024-11-04 8:08:27,2,0,2
1399571.073,2023-11-14 17:23:43,1,20,0,4234.000000000001,0,26110.0,5.0,135789777.11099997,2024-11-04 8:08:16,1,1,0
263822.9465000001,2023-07-26 16:54:08,1,13,0,2126.0,1,14510.000000000002,5.0,66514749.62699999,2024-11-04 8:07:04,2,0,0
968463.0434999999,2023-04-10 18:27:51,1,11,2,1816.0,1,17700.000000000004,5.0,92452197.04959999,2024-11-04 8:08:37,2,0,0
825777.3575,2023-02-20 17:23:03,1,5,2,2250.0,0,59460.0,5.0,5279856.276,2024-11-04 8:10:51,2,0,2
441949.792,2023-05-15 18:15:33,1,19,1,2188.0,1,16250.0,5.0,11774445.8904,2024-11-04 8:08:34,2,0,0
233543.49349999998,2023-09-05 17:02:23,1,6,0,3242.0,2,40610.0,5.0,87458819.26859999,2024-11-04 8:11:23,0,0,2
189716.95950000003,2023-01-03 17:51:07,1,11,2,1258.0,3,51920.0,5.0,7932379.018,2024-11-04 8:06:58,2,0,0
225561.0775,2023-05-19 16:35:07,1,14,0,1506.0,3,10160.0,5.0,13358521.1656,2024-11-04 8:11:13,2,0,0
469427.72400000005,2023-02-21 18:41:39,1,40,1,1878.0,0,29880.0,5.0,136264493.88439998,2024-11-04 8:06:53,2,0,3
617735.6405,2023-12-04 18:27:11,1,26,0,2808.0,1,3490.0000000000005,5.0,65349603.35019998,2024-11-04 8:07:51,0,0,1
543476.1455,2023-01-02 16:45:05,1,12,2,2498.0,1,28430.0,5.0,29884050.259800002,2024-11-04 8:07:38,0,0,0
665169.6124999999,2024-01-01 16:17:13,1,42,2,1878.0,1,17410.000000000004,5.0,94570942.36039999,2024-11-04 8:06:58,2,0,3
732271.797,2023-01-27 16:40:28,1,19,2,3986.0000000000005,2,47570.0,5.0,89396217.11879998,2024-11-04 8:09:17,1,0,0
745761.3125,2023-02-21 16:02:33,1,28,0,4730.000000000001,2,12480.0,5.0,117479485.519,2024-11-04 8:08:15,1,0,1
56069.057,2023-07-06 18:16:05,1,35,0,1506.0,3,43800.0,5.0,24538242.508199997,2024-11-04 8:09:03,2,0,3
89706.4975,2023-07-31 17:37:31,1,7,1,4172.000000000001,2,43510.0,5.0,42256439.84819999,2024-11-04 8:09:20,1,0,2
668988.124,2023-06-09 17:12:09,1,38,2,3552.0,2,37130.0,5.0,48720829.6804,2024-11-04 8:11:22,0,0,3
612439.6145,2023-01-11 16:58:02,1,40,2,4544.000000000001,2,23500.0,5.0,96722118.9644,2024-11-04 8:08:49,1,0,3
141899.2175,2023-11-03 16:39:45,1,18,0,1630.0,3,22049.999999999993,5.0,5414044.4708,2024-11-04 8:07:22,2,0,0
747641.7855,2023-02-16 16:20:06,1,23,2,1692.0,1,28720.0,5.0,145025703.60519996,2024-11-04 8:08:55,2,0,1
417561.20850000007,2023-03-16 17:36:31,1,6,0,1196.0,3,13060.0,5.0,20894928.8822,2024-11-04 8:10:08,2,0,2
383463.24400000006,2023-01-16 16:01:34,1,9,0,1320.0,3,43510.0,5.0,10509625.4556,2024-11-04 8:09:14,2,0,2
108127.4575,2023-02-09 16:09:00,1,5,0,2746.0,0,21760.0,5.0,75807951.57019998,2024-11-04 8:07:36,0,0,2
273589.89300000004,2023-06-19 16:20:51,1,35,0,2064.0,1,42060.0,5.0,116696671.46019998,2024-11-04 8:06:46,2,0,3
640474.0129999999,2023-11-30 17:53:48,1,36,0,3738.0,2,28430.0,5.0,101324684.78559998,2024-11-04 8:07:50,1,0,3
638190.5815,2023-07-13 17:50:13,1,35,2,3428.0,2,41480.0,5.0,21676552.801799998,2024-11-04 8:09:05,0,0,3
454403.12850000005,2023-10-26 16:59:55,1,28,1,1382.0,3,4360.0,5.0,12105007.053199999,2024-11-04 8:07:18,2,0,1
612631.4994999999,2023-08-07 16:54:58,1,35,0,3118.0,0,43510.0,5.0,152780948.1672,2024-11-04 8:12:18,0,0,3
737030.545,2023-01-02 16:45:05,1,11,1,2622.0,1,49890.0,5.0,10009023.154599996,2024-11-04 8:11:42,0,0,0
153124.49,2023-12-22 17:17:34,1,13,0,4544.000000000001,2,22049.999999999993,5.0,94803317.03919998,2024-11-04 8:06:48,1,0,0
88727.884,2023-03-13 16:05:46,1,36,1,3552.0,1,15090.000000000002,5.0,38226777.28439999,2024-11-04 8:07:24,0,0,3
628999.29,2023-11-23 17:44:29,1,37,0,3800.0,0,15669.999999999998,5.0,157477534.98519996,2024-11-04 8:09:18,1,0,3
855404.4015,2023-07-07 17:19:39,1,19,0,3242.0,0,46700.0,5.0,10681451.802599998,2024-11-04 8:12:05,0,0,0
107244.7865,2023-08-17 16:54:30,1,14,2,4482.000000000001,2,43510.0,5.0,54890064.991,2024-11-04 8:11:33,1,0,0
303965.2885,2023-02-09 16:28:58,1,34,1,1754.0,3,4650.0,5.0,22496112.4084,2024-11-04 8:10:03,2,0,3
118911.39450000001,2023-05-22 18:45:23,1,31,0,4606.000000000001,2,27560.0,5.0,104355820.56059998,2024-11-04 8:10:47,1,0,1
52212.16850000001,2023-06-14 16:34:54,1,38,0,4916.000000000001,2,29590.0,5.0,52375300.8614,2024-11-04 8:06:49,1,0,3
333381.2590000001,2023-09-08 17:48:22,1,15,2,4978.000000000001,2,18570.0,5.0,73095773.1008,2024-11-04 8:11:52,1,0,0
337928.93350000004,2023-08-10 16:48:55,1,38,1,2374.0,1,30460.0,5.0,136201862.809,2024-11-04 8:10:30,2,0,3
169626.6,2023-11-10 18:02:07,1,13,2,2870.0,1,50470.0,5.0,38196577.5022,2024-11-04 8:09:41,0,0,0
1089753.552,2023-06-20 16:27:07,1,8,2,3304.0,2,4070.0000000000005,5.0,56226293.77779999,2024-11-04 8:12:12,0,0,2
194610.027,2023-04-25 17:00:15,1,1,2,4110.000000000001,2,42350.0,5.0,97153990.72659999,2024-11-04 8:12:22,1,0,2
576825.7585,2023-05-01 17:21:46,1,12,2,2746.0,0,14800.000000000002,5.0,117459996.98959999,2024-11-04 8:11:56,0,0,0
510299.229,2023-06-05 16:11:07,1,4,2,3366.0,1,38290.0,5.0,100883738.21199998,2024-11-04 8:06:37,0,0,2
663039.689,2023-01-24 16:05:40,1,36,2,1816.0,1,14510.000000000002,5.0,31118968.4472,2024-11-04 8:11:09,2,0,3
789645.412,2023-01-10 17:40:16,1,20,0,2560.0,0,25530.0,5.0,165256731.09859997,2024-11-04 8:09:13,0,0,0
213395.5685,2023-08-21 18:36:41,1,32,1,2188.0,0,32200.0,5.0,135205269.9964,2024-11-04 8:12:12,2,0,1
607066.8345,2023-08-28 17:34:17,1,7,0,3304.0,1,24950.0,5.0,69499618.74059997,2024-11-04 8:08:00,0,0,2
500110.1355,2023-12-20 18:58:27,1,13,1,2312.0,1,41190.0,5.0,112092320.4302,2024-11-04 8:08:49,2,0,0
177225.246,2023-03-27 16:48:34,1,9,0,1816.0,1,41770.0,5.0,94514113.2136,2024-11-04 8:07:55,2,0,2
502854.091,2023-09-11 16:09:15,1,28,1,3924.0,0,34230.0,5.0,202138103.5348,2024-11-04 8:10:23,1,0,1
123766.085,2023-08-17 18:32:19,1,10,0,4606.000000000001,2,66710.0,5.0,20102147.407599997,2024-11-04 8:08:31,1,0,2
337602.72900000005,2023-06-05 16:16:13,1,16,0,3552.0,2,25820.0,5.0,55461183.0396,2024-11-04 8:07:11,0,0,0
382753.26950000005,2023-08-14 16:26:38,1,11,2,3552.0,0,41190.0,5.0,90263828.59559998,2024-11-04 8:07:22,0,0,0
97995.9295,2023-01-23 18:06:58,1,9,1,3924.0,2,38580.0,5.0,63853449.60839999,2024-11-04 8:12:12,1,0,2
836350.221,2023-12-29 17:17:48,1,17,0,3490.0,2,38870.0,5.0,56558788.91680001,2024-11-04 8:09:18,0,0,0
1205728.8460000001,2023-01-20 16:09:37,1,2,2,2746.0,0,31329.999999999993,5.0,176582690.79539996,2024-11-04 8:07:32,0,0,2
515000.4115,2023-02-21 18:13:02,1,35,2,1816.0,0,51340.0,5.0,139981744.9082,2024-11-04 8:11:45,2,0,3
695142.0495,2023-01-02 16:45:05,1,17,0,4978.000000000001,2,13640.0,5.0,89313948.74659999,2024-11-04 8:07:35,1,0,0
253979.24600000007,2023-03-13 17:01:57,1,7,1,1754.0,3,46410.0,5.0,4755451.191,2024-11-04 8:10:05,2,0,2
16598.3125,2023-11-20 16:28:19,1,23,0,4234.000000000001,2,57430.0,5.0,62500558.87279999,2024-11-04 8:11:35,1,0,1
343301.7135,2023-03-15 16:37:04,1,29,0,1134.0,3,5519.999999999999,5.0,131970025.34859997,2024-11-04 8:07:06,3,0,1
221090.157,2023-12-08 17:05:33,1,37,1,1692.0,1,31329.999999999993,5.0,13481403.037999999,2024-11-04 8:09:07,2,0,3
310143.9855,2023-12-25 16:32:44,1,38,2,2870.0,0,80050.0,5.0,138151013.2838,2024-11-04 8:08:21,0,0,3
539177.9215,2023-02-20 18:03:01,1,15,1,2808.0,1,8420.000000000002,5.0,144804188.9466,2024-11-04 8:07:24,0,0,0
46417.241500000004,2023-02-08 17:33:08,1,36,0,1816.0,1,8130.0,5.0,41003372.037999995,2024-11-04 8:07:26,2,0,3
1126077.3825,2023-08-15 16:57:27,1,23,0,2250.0,0,24950.0,5.0,99007037.46099998,2024-11-04 8:12:18,2,0,1
714599.1885,2023-06-19 18:12:16,1,36,0,3428.0,2,41480.0,5.0,48109544.4338,2024-11-04 8:06:34,0,0,3
571158.3727445242,2023-07-25 18:28:57,1,14,0,1258.0,3,42930.0,5.0,24941997.231799997,2024-11-04 8:07:18,2,0,0
736243.8165,2023-10-31 17:06:08,1,7,2,3366.0,1,82660.0,5.0,124534928.23139998,2024-11-04 8:10:03,0,0,2
117030.9215,2023-08-01 17:14:17,1,28,1,2126.0,1,16830.000000000004,5.0,108324488.49039999,2024-11-04 8:07:51,2,0,1
783255.6415,2023-12-15 16:48:08,1,23,1,1630.0,1,69900.0,5.0,101868132.09779999,2024-11-04 8:08:29,2,0,1
1006628.9700000001,2023-04-07 17:37:34,1,12,1,3614.0,0,22049.999999999993,5.0,193661039.54799998,2024-11-04 8:09:46,0,0,0
209078.156,2023-10-10 18:12:07,1,25,0,1630.0,3,71640.0,5.0,113028513.6784,2024-11-04 8:06:40,2,0,1
134377.3255,2023-12-18 18:34:33,1,26,1,3924.0,2,14220.0,5.0,109051217.23939998,2024-11-04 8:07:55,1,0,1
239549.494,2023-09-22 17:44:42,1,21,2,3242.0,2,22920.0,5.0,99849507.24719998,2024-11-04 8:11:28,0,0,0
621784.414,2023-07-05 16:49:05,1,41,0,3366.0,2,8710.0,5.0,33443905.374399997,2024-11-04 8:08:07,0,0,3
76159.41649999999,2023-04-24 17:16:27,1,2,2,4358.000000000001,2,47280.0,5.0,52435849.19319999,2024-11-04 8:07:44,1,0,2
371911.76700000005,2023-04-20 17:52:46,1,18,1,2312.0,1,51050.0,5.0,57822567.979799986,2024-11-04 8:12:09,2,0,0
32102.6205,2023-11-30 17:48:36,1,43,2,4916.000000000001,2,47860.0,5.0,112931368.56619997,2024-11-04 8:08:04,1,0,3
909631.1025,2023-08-10 18:30:37,1,38,0,3552.0,2,62070.0,5.0,22081795.199399997,2024-11-04 8:10:46,0,0,3
1223746.8475,2023-07-24 16:07:05,1,9,1,4916.000000000001,2,44089.99999999999,5.0,62525849.33079999,2024-11-04 8:08:51,1,1,2
358057.67000000004,2023-10-25 16:03:16,1,40,1,1134.0,3,40320.0,5.0,144552623.27319998,2024-11-04 8:10:37,3,0,3
1235893.168,2023-05-08 17:29:00,1,1,2,1506.0,3,15960.0,5.0,29465270.028799996,2024-11-04 8:07:18,2,1,2
434926.80100000004,2023-12-27 18:55:13,1,43,1,2560.0,0,48730.000000000015,5.0,151984596.27499998,2024-11-04 8:07:45,0,0,3
585249.51,2023-10-12 17:20:30,1,31,0,1382.0,3,64390.0,5.0,14056091.5042,2024-11-04 8:06:50,2,0,1
1521897.7605,2023-05-10 16:38:07,1,22,2,4234.000000000001,0,22049.999999999993,5.0,199187153.38839996,2024-11-04 8:09:45,1,1,1
430187.24150000006,2023-09-21 16:42:38,1,15,0,3242.0,0,26980.0,5.0,126087464.81779997,2024-11-04 8:07:34,0,0,0
374156.8215000001,2023-12-01 17:01:30,1,17,1,2126.0,1,26400.0,5.0,20381681.352199998,2024-11-04 8:07:50,2,0,0
436538.63500000007,2023-03-13 16:59:33,1,34,2,2126.0,0,80340.0,5.0,171162201.809,2024-11-04 8:11:35,2,0,3
498709.37499999994,2023-06-22 16:08:43,1,28,2,1630.0,3,29010.000000000004,5.0,13601607.097199997,2024-11-04 8:07:29,2,0,1
22661.878500000003,2023-02-27 16:07:38,1,31,0,1320.0,3,38000.0,5.0,4764377.234999999,2024-11-04 8:07:53,2,0,1
631570.549,2023-11-14 16:37:42,1,34,1,3428.0,0,4070.0000000000005,5.0,179025600.27079996,2024-11-04 8:09:00,0,0,3
295963.68400000007,2023-11-06 16:19:31,1,23,0,3800.0,2,23790.0,5.0,90890288.11699998,2024-11-04 8:08:33,1,0,1
447936.60400000005,2023-01-20 16:23:48,1,6,2,1258.0,3,86140.0,5.0,25169760.1212,2024-11-04 8:07:54,2,0,2
401097.47550000006,2023-10-09 18:20:39,1,11,1,3428.0,1,36550.0,5.0,124362209.27999999,2024-11-04 8:09:17,0,0,0
501088.74899999995,2023-05-15 18:44:04,1,35,3,2622.0,1,46990.0,5.0,90749405.38919999,2024-11-04 8:08:53,0,0,3
189409.9435,2023-09-18 17:41:29,1,13,0,2002.0,0,33940.0,5.0,150184213.20019996,2024-11-04 8:07:42,2,0,0
167669.373,2023-03-03 18:23:29,1,1,1,1320.0,3,73090.0,5.0,22389446.1826,2024-11-04 8:09:45,2,0,2
160013.16150000002,2023-09-18 16:00:54,1,29,1,2002.0,0,45830.0,5.0,196106924.37139997,2024-11-04 8:12:20,2,0,1
513388.5775,2023-06-13 16:06:05,1,5,2,2870.0,1,11610.0,5.0,64416980.51959999,2024-11-04 8:12:03,0,0,2
1669495.7025,2023-08-31 16:42:18,1,12,0,1816.0,0,11320.0,5.0,13467270.134999998,2024-11-04 8:11:02,2,1,0
315670.2735,2023-06-05 18:09:44,1,21,1,4854.000000000001,2,31910.0,5.0,52867423.4206,2024-11-04 8:07:10,1,0,0
1454718.822,2023-07-03 18:46:29,1,37,0,4296.000000000001,2,26110.0,5.0,91709996.49099998,2024-11-04 8:11:14,1,1,3
199100.13600000003,2023-03-29 16:20:33,1,18,2,1754.0,1,54530.0,5.0,143205683.23359996,2024-11-04 8:11:31,2,0,0
1120455.152,2023-08-01 16:11:52,1,18,2,3428.0,1,40320.0,5.0,94677757.3536,2024-11-04 8:06:32,0,0,0
391560.791,2023-01-02 16:07:17,1,42,2,4792.000000000001,2,46120.0,5.0,64741144.68419999,2024-11-04 8:07:22,1,0,3
102677.9235,2023-10-26 16:54:32,1,27,2,3490.0,2,47860.0,5.0,85890959.63999999,2024-11-04 8:11:18,0,0,1
230588.4645,2023-08-08 17:07:42,1,32,0,3056.0,0,30460.0,5.0,80390880.09459999,2024-11-04 8:11:50,0,0,1
423682.3400000001,2023-09-06 18:43:52,1,16,2,1940.0,1,8130.0,5.0,121026992.93939999,2024-11-04 8:10:00,2,0,0
228362.59850000002,2023-03-13 17:26:41,1,30,0,2808.0,0,25240.0,5.0,145766267.72239998,2024-11-04 8:09:17,0,0,1
351763.842,2023-05-10 16:27:51,1,33,0,1320.0,3,21470.0,5.0,2044462.8607999994,2024-11-04 8:09:31,2,0,3
1648062.148,2023-08-22 16:31:34,1,17,2,3738.0,1,65840.0,5.0,104367275.65039998,2024-11-04 8:12:11,1,1,0
117760.0845,2023-02-06 16:54:19,1,8,1,4668.000000000001,2,47570.0,5.0,63887368.57559998,2024-11-04 8:10:55,1,0,2
2322.0685000000003,2023-08-21 17:19:06,1,1,1,3428.0,2,56850.0,5.0,112211483.11759996,2024-11-04 8:11:34,0,0,2
116973.356,2023-10-23 16:35:48,1,7,0,3242.0,2,69030.0,5.0,92075815.52759998,2024-11-04 8:09:58,0,0,2
123209.6185,2023-01-09 16:36:16,1,29,0,3180.0,0,10740.0,5.0,186557098.6632,2024-11-04 8:09:24,0,0,1
1003597.1869999999,2023-05-19 18:32:45,1,17,2,3304.0,2,24080.0,5.0,68226467.33139998,2024-11-04 8:06:38,0,0,0
96441.661,2023-11-09 17:51:35,1,19,1,4048.0000000000005,2,47570.0,5.0,22603522.4712,2024-11-04 8:10:47,1,0,0
211227.268,2023-11-20 17:15:13,1,11,1,1196.0,3,27560.0,5.0,21530611.982399996,2024-11-04 8:08:19,2,0,0
153047.736,2023-04-03 16:25:35,1,18,2,4234.000000000001,0,33360.0,5.0,152914392.52499998,2024-11-04 8:08:14,1,0,0
131671.747,2023-06-29 16:57:52,1,29,1,1816.0,0,45540.0,5.0,206659888.65779996,2024-11-04 8:10:59,2,0,1
571158.3727445242,2023-03-13 17:34:30,1,27,1,1258.0,3,81210.0,5.0,22996119.639799997,2024-11-04 8:07:27,2,0,1
139462.27800000002,2023-07-21 17:56:49,1,39,2,4296.000000000001,2,12770.0,5.0,92485372.17979999,2024-11-04 8:10:20,1,0,3
680731.486,2023-05-17 16:30:05,1,11,1,3180.0,0,80920.0,5.0,150878808.19079998,2024-11-04 8:07:39,0,0,0
56069.057,2023-02-27 18:33:48,1,11,0,1692.0,1,20020.000000000004,5.0,115976042.17459998,2024-11-04 8:10:28,2,0,0
1254870.5945000001,2023-10-04 17:41:08,1,24,3,2312.0,1,29010.000000000004,5.0,57820782.771,2024-11-04 8:11:57,2,1,1
448512.2590000001,2023-02-13 16:43:40,1,4,2,4482.000000000001,2,41190.0,5.0,70657772.94959998,2024-11-04 8:06:27,1,0,2
905390.4439999999,2023-09-29 17:31:24,1,33,0,1134.0,3,40030.0,5.0,15536327.134199997,2024-11-04 8:08:45,3,0,3
487791.1185,2023-05-22 16:48:08,1,31,0,2994.0,1,13349.999999999998,5.0,37001528.97799999,2024-11-04 8:10:50,0,0,1
1108577.4705,2023-11-10 16:26:28,1,38,0,2312.0,0,18280.0,5.0,222823764.20259997,2024-11-04 8:06:37,2,0,3
326703.661,2023-09-25 16:58:25,1,6,0,1692.0,3,76860.0,5.0,29299543.1452,2024-11-04 8:07:32,2,0,2
142071.91400000002,2023-02-23 18:23:29,1,22,2,1134.0,3,19150.0,5.0,25145213.5002,2024-11-04 8:11:29,3,0,1
378359.10300000006,2023-05-09 16:47:42,1,40,2,1754.0,1,39160.0,5.0,46339956.2108,2024-11-04 8:10:02,2,0,3
40583.9375,2023-11-20 16:06:10,1,8,1,4358.000000000001,2,52210.0,5.0,51573890.87759999,2024-11-04 8:09:46,1,0,2
419019.53450000007,2023-06-05 16:27:31,1,15,0,3862.0,0,34642.65232974911,5.0,147908220.7476,2024-11-04 8:10:54,1,0,0
